point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y,point5_x,point5_y,point6_x,point6_y,point7_x,point7_y,point8_x,point8_y,point9_x,point9_y,point10_x,point10_y,point11_x,point11_y,point12_x,point12_y,point13_x,point13_y,point14_x,point14_y
726.8295898,438.3090515,714.0390625,421.2550049,709.7755127,446.8360901,684.194458,404.2009583,669.2721558,444.7043457,633.0322876,412.7279663,750.2789307,421.2550049,720.4343262,399.937439,718.3025513,374.3563538,643.69104,372.2245789,733.2248535,461.7583923,720.4343262,468.153656,669.2721558,483.0759583,620.2416992,468.153656
734.3662109,444.8620605,721.8519897,428.1764221,717.680603,453.2048645,694.737854,409.4050598,673.8807983,449.0334473,642.5952148,415.6621704,757.30896,428.1764221,719.7662964,467.8048096,717.680603,371.8623962,661.3665771,378.1195068,738.5376587,469.8905029,719.7662964,467.8048096,675.9664917,490.7475586,621.7381592,467.8048096
742.2158203,452.071167,730.1459961,433.9664612,722.0994263,458.1060791,703.994751,415.8617249,685.8900146,452.071167,645.6573486,419.8850098,764.34375,433.9664612,754.2855835,421.896637,718.0761719,373.6174011,675.8318481,389.7104797,746.2390747,474.1991577,718.0761719,468.1642456,703.994751,492.303894,623.5293579,466.1526184
747.7348022,451.6487122,737.7426147,435.6612854,727.7504883,459.6424561,705.7677002,417.6753845,693.7771606,453.6471558,647.8131714,423.6706848,773.7144165,433.6628418,763.72229,429.6659851,717.7583008,373.7098999,679.7880859,391.6957703,755.7285156,475.6299133,717.7583008,509.603241,717.7583008,509.603241,623.8320313,465.6377563
754.2545166,453.6472473,747.0201416,436.7670898,734.9628906,463.2930603,710.8483887,422.2984009,703.6140747,458.4701538,657.7965088,429.5327454,780.7804565,436.7670898,780.7804565,436.7670898,713.2598877,376.480835,679.4995728,390.9495544,766.3117676,480.1731873,780.7804565,434.3556519,730.1400146,521.1678467,633.6820068,465.7044983
758.0424194,456.1251221,753.015625,441.0448608,740.4487915,463.6652527,717.8283691,425.9645996,707.7749023,461.151886,662.5340576,428.4779663,780.6627808,436.0180969,783.1761475,436.0180969,712.8016357,385.7505798,680.1277466,390.7773132,773.1226807,478.7455139,730.3952637,516.446167,730.3952637,521.4729004,647.4538574,471.2053833
765.2872314,455.439209,753.6132202,439.0955811,748.9436035,467.1132507,718.5911255,422.7519531,713.9215088,462.443634,664.890625,432.0911865,786.3004761,432.0911865,786.3004761,434.4259949,744.2739868,390.0646973,678.8994751,392.3995056,776.9612427,476.4524536,748.9436035,478.787262,730.2651978,523.1485596,662.5558472,478.787262
771.0737305,456.323761,760.9487305,441.136261,755.8862305,466.448761,725.5112305,425.948761,720.4487305,463.917511,669.8237305,438.605011,791.3237305,428.480011,791.3237305,428.480011,760.9487305,390.511261,679.9487305,393.042511,783.7299805,476.573761,763.4799805,479.105011,730.5737305,522.1362305,677.4174805,484.167511
778.048645,453.8932495,763.1191406,436.4754639,765.6073608,461.3580322,730.7717285,426.5224304,725.7952271,466.3345337,676.0300903,441.4519653,797.9547119,424.0341492,768.0956421,389.1985474,765.6073608,391.6868286,678.5183105,394.1750793,790.4899292,468.8228149,778.048645,478.7758484,730.7717285,521.0762329,695.9361572,496.193634
784.1578979,454.9400024,774.991333,438.8984375,768.116394,461.8149414,738.3248901,425.1485291,731.4499512,466.3982544,678.7420044,443.4817505,802.4910889,427.4401855,779.574585,438.8984375,779.574585,395.3570862,678.7420044,393.0654297,795.6161499,470.9815674,795.6161499,489.3147583,729.1583252,521.3978882,706.2418213,498.4813538
787.9813232,453.2787476,776.140686,436.7017822,773.772522,462.7512817,742.9867554,427.229248,738.2504883,467.4875488,683.7833862,443.8062134,809.2945557,424.8611145,790.3494873,396.4434814,787.9813232,396.4434814,681.4152832,396.4434814,799.8220215,472.2238159,799.8220215,488.8007813,728.7779541,519.5865479,707.4647217,498.2733154
791.7041626,454.0332336,780.2953491,440.3426208,778.0135498,465.4420776,746.0687866,426.6519775,741.505249,465.4420776,689.0245361,442.6243896,812.2401123,431.2155151,789.4224243,399.2707214,789.4224243,396.9889526,686.7427368,401.5524902,805.3947754,474.5691528,803.1130371,488.2597961,727.8146362,515.6410522,704.9968872,497.3868713
796.2408447,455.4654846,782.4436035,439.3686829,780.144043,466.9631653,750.25,427.8709717,745.6509399,469.2627258,692.7614746,448.566864,819.2362671,434.7695923,784.7431641,432.4700623,789.3422241,397.9769592,699.6600952,407.1751099,807.7385864,478.4608765,803.1394653,487.6590576,747.9505005,512.9539795,704.2592163,496.8572083
801.6668701,459.0444336,789.701416,443.0904541,785.7128906,469.0156555,755.7992554,429.1307678,749.8165283,471.0098877,697.9661255,447.078949,825.5977783,443.0904541,803.6611328,433.1192322,789.701416,397.2228394,713.920105,409.1882935,811.6381226,480.9811096,801.6668701,484.9696045,759.7877197,512.8890381,705.9431152,498.9293213
808.8858643,462.9113464,797.3788452,447.568634,793.5431519,472.5005493,764.7755737,430.3081055,755.1864014,472.5005493,709.1582031,447.568634,833.817749,447.568634,814.6394043,434.1437683,787.7896118,397.704834,730.2544556,413.0475464,818.4750366,485.925415,801.2144775,485.925415,783.9539795,516.6108398,707.2404175,499.3502808
819.2677612,468.5375061,802.9376221,450.1661377,800.8963623,476.7025757,776.4012451,433.8360291,768.2362061,474.6613159,721.2871704,444.0423584,843.7628784,454.2486572,829.4740601,444.0423584,788.6488037,397.0933228,745.7822876,415.4646606,829.4740601,493.0326538,802.9376221,482.826355,796.8138428,531.8166504,706.998291,497.1152039
827.206665,474.2867737,816.8485107,456.1600037,809.079895,484.644928,785.7740479,440.6227722,775.4158936,482.0553894,728.8041992,448.3913879,853.1021118,453.5704651,853.1021118,453.5704651,788.3635864,396.6005859,754.699585,417.3168945,840.1543579,500.1821899,806.4903564,539.0252686,803.9008179,541.6148071,705.498291,497.5926514
837.0683594,476.8070679,827.3111572,459.7319336,817.5539551,486.5643005,790.7215576,447.5354004,783.4036255,481.6856995,737.0568237,454.8533325,861.4614868,457.2926331,856.5828247,452.4140015,788.2822266,398.7492676,756.5712891,418.2637024,849.2649536,501.2001343,859.0221558,449.9747009,802.9180908,542.668335,710.2244263,493.8822327
838.7028198,476.9655457,831.9911499,461.3049622,823.0422363,488.1516724,793.958313,445.6443787,789.4838257,483.6772156,738.0276489,454.5932922,865.5495605,454.5932922,856.600647,452.3560791,809.6188965,418.7976685,755.9254761,418.7976685,849.8889771,501.5750427,856.600647,450.1188354,805.1444092,544.0823364,717.8926392,492.6261292
845.7959595,477.582428,833.7837524,460.7653809,831.3813477,489.5946045,797.7472534,448.7532349,795.3448486,484.7897339,744.8937378,458.3629761,865.0153809,451.1556702,855.4056396,451.1556702,826.5764771,407.9118652,756.9059448,417.5216064,855.4056396,499.2043152,833.7837524,501.6067505,804.9545898,544.8505249,735.2839966,496.8018799
853.0228882,478.9923401,838.3493652,461.87323,835.9038086,488.7746887,804.111145,449.6452942,799.2199707,486.3291016,750.3082275,461.87323,867.6964111,452.0908813,860.3596191,452.0908813,838.3493652,408.070343,757.6450195,417.8526611,853.0228882,503.4482117,848.1317139,505.8937988,804.111145,545.0231934,750.3082275,505.8937988
