point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y,point5_x,point5_y,point6_x,point6_y,point7_x,point7_y,point8_x,point8_y,point9_x,point9_y,point10_x,point10_y,point11_x,point11_y,point12_x,point12_y,point13_x,point13_y,point14_x,point14_y
1013.21344,1146.744507,1013.21344,1126.267456,992.7363892,1144.469238,1001.83728,1098.964722,967.7088623,1110.340942,960.8831787,1069.386841,1040.516113,1146.744507,1024.5896,1114.891357,1024.5896,1112.616089,917.6539307,1019.331848,1006.387756,1176.32251,997.2868652,1167.221558,906.277771,1101.23999,906.277771,1101.23999
1017.141235,1150.906982,1017.141235,1127.670166,998.1293335,1146.682007,1002.354248,1100.208496,968.5552979,1114.995605,968.5552979,1070.634399,1042.490479,1148.794434,981.2298584,1140.344727,1027.703369,1114.995605,1046.715332,1030.498169,1010.803955,1180.480957,998.1293335,1165.69397,915.7443848,1106.545776,915.7443848,1108.658203
1019.938843,1152.193848,1019.938843,1130.324585,1001.714478,1150.37146,1007.181824,1104.810547,972.555542,1115.745117,972.555542,1077.473999,1043.630493,1150.37146,1043.630493,1150.37146,925.1721802,1119.390015,1049.097778,1031.913086,1014.471558,1183.175293,998.0696411,1166.773315,981.6677246,1141.259277,926.9946289,1119.390015
1022.861145,1153.353516,1022.861145,1133.560791,1001.089172,1149.394897,1009.006226,1103.871704,975.3586426,1117.726563,973.3793945,1080.120483,1044.633179,1151.374268,1044.633179,1149.394897,929.8354492,1125.643677,1042.653809,1151.374268,1016.92334,1185.021851,999.1099243,1165.229126,931.8146973,1125.643677,931.8146973,1125.643677
1024.362915,1155.182861,1026.135498,1137.457642,1004.865234,1151.637817,1010.1828,1107.324829,978.2774658,1117.959961,972.9598999,1082.509521,1045.633179,1153.4104,1047.405762,1155.182861,1045.633179,1153.4104,932.1919556,1126.82251,1020.817932,1187.088257,997.7752075,1165.817993,981.8225098,1142.775269,932.1919556,1126.82251
1027.16626,1156.888062,1028.969604,1140.657227,1007.32843,1153.28125,1012.73877,1106.391968,982.0803833,1124.42627,976.670105,1086.554199,1048.807373,1156.888062,1050.61084,1156.888062,1048.807373,1156.888062,931.5842285,1126.229736,1023.559387,1189.349854,998.3112793,1165.905273,978.4735107,1146.067505,933.3876953,1126.229736
1027.204102,1160.903198,1031.297607,1144.529297,1006.736755,1154.763062,1019.017151,1113.828247,984.2226563,1126.108643,980.1291504,1087.220703,1051.765015,1160.903198,1053.811768,1160.903198,1049.718262,1160.903198,1051.765015,1160.903198,1023.110657,1191.604248,1000.596558,1164.996704,976.0356445,1162.949951,933.0541992,1126.108643
1030.357178,1163.294189,1034.192383,1146.035767,1011.181152,1157.541382,1018.851563,1113.436523,988.1699829,1132.612549,980.4995728,1090.425293,1053.368408,1163.294189,1053.368408,1163.294189,932.5595703,1126.859741,932.5595703,1126.859741,1026.521973,1195.893311,999.6755981,1165.211792,974.7467651,1174.799805,932.5595703,1126.859741
1033.530884,1164.47229,1033.530884,1147.003784,1012.18042,1158.649414,1019.944214,1117.889526,990.8300171,1133.417114,983.0662231,1092.657227,1054.881226,1166.413208,1054.881226,1166.413208,1054.881226,1164.47229,932.6016235,1127.59436,1025.76709,1197.468384,998.593811,1166.413208,973.3615112,1179.999878,934.5426025,1125.65332
1034.676392,1166.036377,1037.026489,1147.235596,1011.175415,1161.336182,1018.225708,1119.034424,992.3746338,1137.835205,992.3746338,1093.183228,1055.827393,1168.386475,1055.827393,1168.386475,1053.477295,1166.036377,1055.827393,1166.036377,1027.626099,1198.937866,999.4249268,1166.036377,973.5737915,1189.537476,933.6220703,1126.084717
