rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
179.0,341.0,188.0,325.0,211.0,355.0,212.0,333.0,171.0,325.0,235.0,341.0,219.0,341.0,187.0,334.0
180.0,348.0,188.0,326.0,211.0,356.0,212.0,333.0,172.0,326.0,236.0,341.0,219.0,341.0,195.0,341.0
180.0,348.0,195.0,326.0,211.0,356.0,219.0,333.0,172.0,326.0,235.0,348.0,219.0,348.0,195.0,341.0
180.0,348.0,195.0,326.0,212.0,356.0,219.0,334.0,172.0,326.0,235.0,356.0,220.0,348.0,195.0,341.0
195.0,356.0,195.0,326.0,212.0,363.0,227.0,341.0,179.0,326.0,235.0,363.0,220.0,355.0,196.0,341.0
195.0,356.0,203.0,333.0,219.0,363.0,227.0,348.0,180.0,333.0,236.0,364.0,227.0,356.0,203.0,348.0
195.0,356.0,204.0,340.0,220.0,370.0,228.0,348.0,180.0,341.0,243.0,363.0,228.0,356.0,204.0,348.0
196.0,363.0,204.0,341.0,227.0,370.0,228.0,348.0,180.0,341.0,244.0,363.0,228.0,356.0,204.0,348.0
203.0,363.0,211.0,341.0,228.0,371.0,235.0,348.0,187.0,348.0,251.0,363.0,235.0,356.0,211.0,356.0
204.0,363.0,212.0,341.0,236.0,371.0,236.0,348.0,195.0,348.0,259.0,363.0,243.0,356.0,219.0,356.0
211.0,363.0,212.0,341.0,236.0,371.0,243.0,348.0,195.0,348.0,259.0,363.0,244.0,356.0,219.0,356.0
211.0,363.0,212.0,341.0,243.0,371.0,243.0,348.0,196.0,348.0,260.0,363.0,244.0,356.0,220.0,356.0
211.0,364.0,219.0,341.0,244.0,371.0,244.0,348.0,203.0,348.0,260.0,363.0,251.0,356.0,220.0,356.0
212.0,371.0,220.0,348.0,244.0,371.0,244.0,348.0,204.0,348.0,267.0,363.0,251.0,363.0,227.0,356.0
219.0,371.0,227.0,348.0,251.0,371.0,251.0,349.0,204.0,355.0,268.0,363.0,251.0,363.0,227.0,363.0
227.0,378.0,227.0,348.0,251.0,371.0,252.0,356.0,204.0,355.0,268.0,363.0,252.0,363.0,228.0,363.0
227.0,378.0,228.0,348.0,252.0,378.0,252.0,356.0,211.0,349.0,275.0,363.0,259.0,363.0,228.0,363.0
228.0,378.0,235.0,348.0,259.0,378.0,259.0,356.0,212.0,356.0,276.0,363.0,260.0,363.0,236.0,363.0
236.0,378.0,235.0,356.0,267.0,371.0,260.0,356.0,219.0,363.0,283.0,363.0,267.0,363.0,243.0,364.0
243.0,378.0,243.0,356.0,275.0,371.0,267.0,356.0,220.0,370.0,291.0,363.0,275.0,363.0,251.0,371.0
244.0,378.0,244.0,356.0,276.0,371.0,268.0,356.0,227.0,370.0,291.0,363.0,276.0,363.0,251.0,371.0
244.0,378.0,244.0,356.0,276.0,371.0,275.0,356.0,228.0,370.0,292.0,363.0,276.0,363.0,252.0,370.0
252.0,379.0,244.0,356.0,283.0,371.0,275.0,355.0,228.0,371.0,299.0,356.0,283.0,356.0,259.0,371.0
259.0,379.0,251.0,356.0,284.0,371.0,275.0,355.0,235.0,371.0,299.0,356.0,284.0,356.0,260.0,371.0
260.0,379.0,252.0,356.0,284.0,371.0,276.0,355.0,236.0,371.0,300.0,356.0,287.0,356.0,260.0,371.0
260.0,385.0,252.0,356.0,291.0,371.0,276.0,355.0,243.0,371.0,300.0,355.0,288.0,356.0,267.0,371.0
267.0,386.0,259.0,356.0,292.0,371.0,283.0,356.0,244.0,378.0,307.0,356.0,290.75,356.625,268.0,371.0
268.0,386.0,259.0,363.0,292.0,371.0,283.0,356.0,244.0,378.0,307.0,356.0,294.96875,357.953125,268.0,371.0
268.0,386.0,259.0,363.0,299.0,371.0,284.0,356.0,244.0,378.0,308.0,363.0,295.62109375,358.994140625,268.0,371.0
275.0,386.0,260.0,363.0,300.0,371.0,291.0,356.0,244.0,378.0,315.0,363.0,296.82763671875,359.999267578125,275.0,371.0
275.0,386.0,268.0,363.0,300.0,378.0,292.0,356.0,251.0,378.0,316.0,363.0,300.72845458984375,360.1249084472656,276.0,371.0
283.0,386.0,275.0,363.0,308.0,371.0,299.0,356.0,259.0,378.0,323.0,363.0,307.0,363.0,284.0,371.0
291.0,386.0,276.0,363.0,315.0,371.0,307.0,356.0,260.0,378.0,324.0,363.0,308.0,363.0,291.0,371.0
291.0,386.0,283.0,356.0,316.0,371.0,307.0,356.0,267.0,378.0,331.0,363.0,315.0,363.0,291.0,371.0
291.0,386.0,283.0,356.0,316.0,371.0,308.0,356.0,267.0,378.0,331.0,363.0,315.0,363.0,292.0,371.0
292.0,386.0,284.0,356.0,316.0,371.0,308.0,356.0,268.0,378.0,331.0,356.0,316.0,363.0,299.0,371.0
299.0,386.0,284.0,363.0,323.0,371.0,308.0,356.0,268.0,378.0,332.0,356.0,316.0,363.0,299.0,371.0
299.0,386.0,284.0,363.0,323.0,371.0,308.0,356.0,276.0,378.0,332.0,356.0,316.0,363.0,299.0,371.0
300.0,386.0,291.0,363.0,324.0,371.0,308.0,356.0,276.0,378.0,331.0,349.0,323.0,356.0,300.0,371.0
299.0,393.0,291.0,363.0,324.0,371.0,315.0,356.0,276.0,378.0,332.0,348.0,323.0,356.0,300.0,371.0
300.0,386.0,292.0,363.0,324.0,371.0,315.0,356.0,276.0,378.0,339.0,348.0,323.0,356.0,300.0,371.0
307.0,386.0,299.0,363.0,332.0,363.0,315.0,355.0,283.0,378.0,339.0,341.0,324.0,356.0,307.0,371.0
308.0,386.0,300.0,363.0,332.0,363.0,323.0,348.0,284.0,378.0,339.0,341.0,331.0,355.0,308.0,371.0
315.0,385.0,300.0,363.0,339.0,356.0,323.0,348.0,291.0,378.0,340.0,341.0,332.0,348.0,315.0,370.0
323.0,378.0,307.0,363.0,339.0,356.0,324.0,348.0,291.0,378.0,340.0,333.0,332.0,348.0,316.0,363.0
323.0,378.0,308.0,363.0,340.0,349.0,324.0,341.0,299.0,378.0,340.0,333.0,339.0,341.0,323.0,363.0
331.0,371.0,308.0,356.0,340.0,348.0,324.0,341.0,299.0,378.0,340.0,333.0,339.0,341.0,323.0,363.0
331.0,371.0,308.0,356.0,347.0,348.0,331.0,341.0,300.0,371.0,347.0,326.0,339.0,341.0,324.0,356.0
331.0,371.0,315.0,356.0,347.0,348.0,331.0,341.0,300.0,371.0,347.0,326.0,339.0,340.0,324.0,356.0
332.0,371.0,315.0,356.0,347.0,341.0,331.0,340.0,307.0,378.0,347.0,325.0,339.0,333.0,324.0,356.0
332.0,371.0,315.0,356.0,347.0,341.0,331.0,334.0,307.0,378.0,340.0,319.0,339.0,333.0,331.0,356.0
339.0,370.0,315.0,356.0,347.0,340.0,331.0,333.0,308.0,378.0,340.0,318.0,339.0,333.0,331.0,356.0
339.0,370.0,315.0,356.0,347.0,340.0,331.0,333.0,308.0,378.0,340.0,318.0,339.0,333.0,331.0,356.0
340.0,364.0,315.0,356.0,348.0,334.0,331.0,333.0,315.0,378.0,340.0,318.0,339.0,333.0,331.0,356.0
347.0,363.0,323.0,348.0,348.0,333.0,331.0,333.0,315.0,371.0,347.0,311.0,340.0,326.0,332.0,349.0
347.0,356.0,323.0,348.0,348.0,333.0,331.0,326.0,316.0,371.0,347.0,311.0,340.0,326.0,339.0,348.0
347.0,356.0,324.0,348.0,348.0,326.0,332.0,326.0,323.0,363.0,347.0,310.0,340.0,319.0,339.0,348.0
347.0,355.0,324.0,348.0,348.0,325.0,332.0,325.0,324.0,363.0,340.0,303.0,340.0,318.0,339.0,341.0
348.0,348.0,324.0,341.0,355.0,318.0,332.0,318.0,331.0,363.0,347.0,296.0,347.0,311.0,340.0,341.0
348.0,348.0,324.0,341.0,355.0,318.0,339.0,318.0,331.0,363.0,348.0,296.0,347.0,311.0,340.0,333.0
348.0,348.0,331.0,334.0,355.0,318.0,339.0,311.0,331.0,356.0,348.0,295.0,347.0,310.0,340.0,333.0
348.0,341.0,331.0,334.0,355.0,311.0,339.0,311.0,332.0,356.0,348.0,289.0,347.0,310.0,340.0,333.0
355.0,341.0,331.0,333.0,355.0,311.0,339.0,311.0,332.0,349.0,348.0,288.0,347.0,303.0,340.0,333.0
355.0,341.0,332.0,333.0,355.0,311.0,339.0,311.0,339.0,349.0,348.0,288.0,347.0,303.0,340.0,326.0
355.0,341.0,332.0,333.0,356.0,304.0,339.0,304.0,339.0,348.0,348.0,281.0,347.0,303.0,347.0,326.0
355.0,341.0,332.0,333.0,356.0,303.0,339.0,303.0,339.0,349.0,348.0,281.0,348.0,296.0,347.0,326.0
356.0,340.0,332.0,333.0,363.0,296.0,340.0,296.0,340.0,348.0,348.0,281.0,348.0,296.0,348.0,319.0
356.0,334.0,339.0,326.0,363.0,296.0,340.0,296.0,340.0,348.0,348.0,280.0,348.0,296.0,348.0,318.0
