rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
467.0,236.0,484.0,228.0,483.0,273.0,500.0,266.0,475.0,221.0,499.0,288.0,491.0,273.0,483.0,244.0
467.0,236.0,491.0,236.0,483.0,273.0,500.0,266.0,475.0,221.0,499.0,288.0,491.0,273.0,483.0,244.0
467.0,236.0,484.0,228.0,483.0,273.0,500.0,266.0,475.0,221.0,499.0,288.0,491.0,273.0,483.0,243.0
467.0,236.0,484.0,228.0,483.0,273.0,499.0,266.0,475.0,221.0,492.0,288.0,491.0,273.0,483.0,243.0
467.0,236.0,484.0,228.0,476.0,273.0,499.0,266.0,475.0,221.0,492.0,288.0,491.0,273.0,476.0,243.0
467.0,236.0,491.0,236.0,476.0,273.0,499.0,266.0,475.0,221.0,491.0,288.0,491.0,273.0,483.0,244.0
467.0,243.0,491.0,243.0,476.0,274.0,499.0,266.0,475.0,221.0,492.0,288.0,491.0,273.0,483.0,251.0
467.0,243.0,491.0,243.0,483.0,281.0,499.0,273.0,475.0,221.0,492.0,288.0,491.0,273.0,483.0,251.0
467.0,243.0,491.0,243.0,483.0,281.0,499.0,273.0,476.0,221.0,492.0,289.0,491.0,274.0,483.0,251.0
467.0,243.0,491.0,243.0,483.0,281.0,499.0,273.0,476.0,228.0,492.0,296.0,491.0,281.0,483.0,251.0
467.0,243.0,484.0,236.0,483.0,281.0,499.0,273.0,475.0,228.0,492.0,296.0,491.0,281.0,483.0,258.0
467.0,243.0,483.0,236.0,483.0,288.0,500.0,273.0,475.0,228.0,492.0,296.0,491.0,281.0,476.0,251.0
460.0,243.0,484.0,243.0,483.0,288.0,499.0,273.0,468.0,228.0,499.0,296.0,491.0,281.0,476.0,258.0
460.0,250.0,483.0,243.0,483.0,288.0,499.0,273.0,468.0,235.0,499.0,295.0,491.0,281.0,476.0,258.0
460.0,251.0,484.0,250.0,483.0,288.0,499.0,273.0,468.0,236.0,499.0,296.0,491.0,281.0,476.0,258.0
460.0,251.0,483.0,250.0,483.0,288.0,499.0,273.0,468.0,236.0,499.0,295.0,491.0,281.0,476.0,258.0
459.0,251.0,483.0,251.0,483.0,288.0,499.0,273.0,467.0,236.0,500.0,289.0,491.0,281.0,475.0,259.0
459.0,251.0,483.0,251.0,484.0,288.0,492.0,266.0,467.0,236.0,500.0,288.0,491.0,280.0,475.0,258.0
460.0,258.0,483.0,251.0,484.0,288.0,499.0,273.0,467.0,236.0,500.0,288.0,492.0,280.0,475.0,259.0
459.0,258.0,483.0,251.0,484.0,288.0,499.0,273.0,467.0,236.0,500.0,288.0,492.0,280.0,475.0,259.0
459.0,258.0,483.0,251.0,484.0,288.0,499.0,273.0,467.0,236.0,500.0,288.0,492.0,281.0,475.0,259.0
459.0,258.0,483.0,251.0,484.0,288.0,499.0,273.0,467.0,236.0,500.0,288.0,492.0,280.0,475.0,259.0
459.0,258.0,483.0,251.0,483.0,281.0,499.0,273.0,467.0,236.0,500.0,288.0,492.0,280.0,475.0,258.0
460.0,258.0,483.0,251.0,483.0,281.0,499.0,273.0,467.0,236.0,500.0,288.0,491.0,280.0,475.0,258.0
460.0,258.0,483.0,251.0,483.0,281.0,492.0,273.0,467.0,236.0,492.0,295.0,491.0,281.0,476.0,258.0
460.0,258.0,483.0,251.0,483.0,288.0,492.0,273.0,467.0,236.0,492.0,296.0,491.0,281.0,476.0,258.0
460.0,258.0,483.0,251.0,476.0,288.0,499.0,281.0,467.0,236.0,492.0,296.0,491.0,281.0,476.0,258.0
460.0,258.0,483.0,251.0,476.0,288.0,499.0,281.0,467.0,236.0,492.0,303.0,491.0,288.0,476.0,265.0
460.0,258.0,483.0,251.0,476.0,288.0,492.0,281.0,467.0,236.0,492.0,303.0,491.0,288.0,476.0,266.0
460.0,258.0,483.0,251.0,476.0,288.0,492.0,281.0,467.0,236.0,492.0,304.0,491.0,288.0,476.0,266.0
467.0,266.0,484.0,258.0,476.0,288.0,492.0,281.0,467.0,236.0,492.0,304.0,491.0,289.0,476.0,266.0
467.0,266.0,484.0,258.0,476.0,289.0,492.0,281.0,467.0,236.0,492.0,310.0,491.0,289.0,476.0,266.0
460.0,259.0,484.0,258.0,476.0,289.0,492.0,281.0,467.0,236.0,492.0,310.0,491.0,295.0,476.0,266.0
460.0,259.0,484.0,258.0,476.0,289.0,492.0,288.0,467.0,236.0,492.0,310.0,491.0,295.0,476.0,266.0
460.0,259.0,484.0,258.0,476.0,289.0,492.0,281.0,467.0,236.0,492.0,310.0,491.0,289.0,476.0,266.0
460.0,259.0,484.0,258.0,476.0,289.0,492.0,281.0,467.0,236.0,492.0,304.0,491.0,289.0,476.0,266.0
460.0,259.0,484.0,258.0,476.0,289.0,492.0,281.0,467.0,236.0,492.0,304.0,484.0,288.0,476.0,266.0
467.0,266.0,484.0,258.0,475.0,288.0,492.0,288.0,467.0,243.0,492.0,304.0,484.0,288.0,476.0,266.0
460.0,266.0,484.0,258.0,476.0,295.0,492.0,288.0,467.0,243.0,491.0,311.0,484.0,295.0,476.0,266.0
467.0,266.0,484.0,258.0,476.0,296.0,492.0,288.0,467.0,250.0,491.0,311.0,484.0,296.0,476.0,266.0
460.0,266.0,483.0,258.0,475.0,296.0,492.0,295.0,467.0,251.0,491.0,311.0,484.0,296.0,476.0,273.0
460.0,266.0,483.0,266.0,476.0,303.0,492.0,296.0,467.0,251.0,491.0,318.0,484.0,303.0,476.0,274.0
460.0,273.0,483.0,266.0,475.0,310.0,492.0,303.0,467.0,251.0,491.0,319.0,484.0,310.0,475.0,281.0
460.0,280.0,483.0,273.0,475.0,311.0,491.0,303.0,467.0,258.0,491.0,326.0,484.0,311.0,475.0,281.0
460.0,281.0,483.0,273.0,476.0,311.0,491.0,303.0,467.0,258.0,492.0,326.0,484.0,311.0,475.0,288.0
460.0,281.0,483.0,280.0,476.0,311.0,491.0,304.0,467.0,259.0,492.0,326.0,484.0,311.0,475.0,288.0
460.0,288.0,483.0,281.0,476.0,318.0,492.0,311.0,467.0,266.0,492.0,333.0,484.0,311.0,475.0,288.0
460.0,288.0,483.0,281.0,476.0,318.0,492.0,311.0,467.0,266.0,492.0,334.0,484.0,318.0,475.0,295.0
460.0,295.0,483.0,288.0,483.0,319.0,492.0,311.0,467.0,266.0,499.0,333.0,491.0,318.0,475.0,296.0
460.0,295.0,483.0,288.0,483.0,319.0,492.0,311.0,467.0,266.0,499.0,333.0,491.0,318.0,475.0,296.0
460.0,296.0,483.0,288.0,483.0,325.0,492.0,311.0,467.0,266.0,500.0,333.0,491.0,318.0,475.0,296.0
460.0,296.0,483.0,288.0,483.0,325.0,492.0,311.0,467.0,266.0,500.0,333.0,491.0,318.0,476.0,296.0
460.0,296.0,483.0,288.0,483.0,325.0,492.0,311.0,467.0,266.0,500.0,333.0,491.0,318.0,476.0,296.0
460.0,296.0,483.0,288.0,483.0,326.0,492.0,311.0,467.0,280.0,500.0,333.0,491.0,318.0,476.0,296.0
460.0,296.0,483.0,288.0,483.0,326.0,492.0,311.0,467.0,280.0,492.0,341.0,491.0,319.0,475.0,296.0
460.0,296.0,483.0,288.0,476.0,326.0,492.0,318.0,467.0,280.0,499.0,341.0,491.0,326.0,475.0,303.0
460.0,296.0,483.0,289.0,476.0,333.0,492.0,326.0,467.0,281.0,492.0,348.0,491.0,333.0,476.0,303.0
460.0,303.0,483.0,296.0,476.0,333.0,492.0,326.0,467.0,281.0,499.0,348.0,491.0,333.0,476.0,310.0
459.0,303.0,484.0,303.0,483.0,341.0,492.0,326.0,467.0,288.0,499.0,349.0,491.0,334.0,476.0,311.0
459.0,304.0,483.0,303.0,476.0,341.0,492.0,333.0,467.0,288.0,499.0,356.0,491.0,341.0,475.0,311.0
459.0,311.0,483.0,303.0,483.0,348.0,492.0,333.0,460.0,288.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,311.0,483.0,304.0,483.0,348.0,492.0,333.0,460.0,295.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,318.0,483.0,310.0,483.0,348.0,492.0,333.0,460.0,295.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,318.0,483.0,311.0,483.0,348.0,492.0,333.0,460.0,296.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,318.0,483.0,311.0,483.0,348.0,492.0,333.0,460.0,296.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,318.0,476.0,303.0,483.0,348.0,492.0,333.0,460.0,295.0,499.0,356.0,491.0,341.0,475.0,318.0
459.0,318.0,476.0,303.0,476.0,348.0,491.0,333.0,459.0,296.0,492.0,356.0,484.0,341.0,475.0,318.0
459.0,318.0,476.0,303.0,476.0,348.0,491.0,334.0,459.0,296.0,492.0,363.0,484.0,341.0,475.0,318.0
459.0,318.0,475.0,304.0,476.0,348.0,491.0,341.0,459.0,296.0,492.0,363.0,484.0,348.0,475.0,319.0
459.0,319.0,483.0,318.0,475.0,348.0,491.0,341.0,459.0,296.0,492.0,370.0,484.0,349.0,475.0,326.0
459.0,326.0,483.0,318.0,476.0,356.0,491.0,341.0,459.0,296.0,492.0,371.0,484.0,356.0,475.0,326.0
459.0,326.0,483.0,318.0,476.0,356.0,492.0,348.0,459.0,304.0,499.0,371.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,483.0,356.0,492.0,348.0,460.0,310.0,499.0,370.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,476.0,356.0,492.0,348.0,460.0,311.0,499.0,370.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,483.0,356.0,492.0,348.0,460.0,311.0,499.0,370.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,483.0,356.0,492.0,348.0,460.0,311.0,499.0,370.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,483.0,356.0,492.0,348.0,460.0,311.0,500.0,364.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,319.0,483.0,356.0,492.0,348.0,460.0,311.0,500.0,364.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,325.0,483.0,356.0,492.0,348.0,467.0,311.0,500.0,364.0,491.0,356.0,475.0,333.0
459.0,334.0,483.0,326.0,483.0,356.0,492.0,348.0,460.0,311.0,500.0,364.0,491.0,356.0,475.0,333.0
459.0,333.0,483.0,326.0,483.0,363.0,492.0,348.0,460.0,311.0,499.0,371.0,491.0,356.0,475.0,333.0
459.0,334.0,483.0,326.0,476.0,363.0,492.0,348.0,459.0,318.0,499.0,371.0,491.0,356.0,475.0,334.0
459.0,341.0,476.0,326.0,476.0,363.0,492.0,348.0,452.0,318.0,499.0,371.0,484.0,356.0,468.0,334.0
452.0,341.0,468.0,318.0,476.0,363.0,492.0,348.0,451.0,318.0,499.0,371.0,484.0,356.0,468.0,340.0
452.0,341.0,467.0,319.0,476.0,363.0,491.0,348.0,451.0,318.0,492.0,370.0,484.0,356.0,467.0,340.0
452.0,348.0,467.0,326.0,476.0,363.0,484.0,341.0,451.0,318.0,492.0,363.0,483.0,355.0,467.0,341.0
452.0,348.0,467.0,326.0,476.0,363.0,484.0,340.0,451.0,318.0,492.0,363.0,483.0,349.0,467.0,341.0
452.0,348.0,467.0,326.0,483.0,356.0,484.0,333.0,451.0,319.0,500.0,348.0,483.0,348.0,467.0,341.0
452.0,348.0,467.0,326.0,484.0,356.0,484.0,333.0,451.0,325.0,500.0,348.0,491.0,341.0,467.0,341.0
452.0,348.0,467.0,326.0,484.0,356.0,484.0,333.0,451.0,326.0,507.0,341.0,491.0,341.0,468.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,341.0,491.0,341.0,468.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,340.0,491.0,341.0,468.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,340.0,491.0,341.0,467.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,340.0,491.0,341.0,468.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,340.0,491.0,341.0,468.0,341.0
452.0,348.0,467.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,341.0,491.0,341.0,467.0,341.0
452.0,348.0,467.0,326.0,484.0,355.0,484.0,333.0,451.0,326.0,507.0,341.0,491.0,341.0,467.0,341.0
452.0,348.0,460.0,326.0,491.0,348.0,484.0,333.0,451.0,326.0,507.0,333.0,491.0,340.0,467.0,341.0
459.0,349.0,460.0,326.0,492.0,341.0,483.0,326.0,451.0,326.0,507.0,326.0,491.0,333.0,468.0,341.0
459.0,349.0,460.0,326.0,492.0,341.0,483.0,319.0,451.0,333.0,500.0,318.0,491.0,326.0,468.0,341.0
460.0,349.0,460.0,326.0,492.0,334.0,483.0,318.0,451.0,334.0,500.0,318.0,491.0,326.0,475.0,341.0
467.0,348.0,460.0,326.0,492.0,333.0,483.0,318.0,451.0,334.0,500.0,311.0,492.0,325.0,475.0,341.0
467.0,348.0,460.0,326.0,499.0,333.0,483.0,318.0,451.0,334.0,507.0,311.0,492.0,318.0,475.0,334.0
468.0,348.0,467.0,326.0,499.0,326.0,483.0,318.0,451.0,334.0,500.0,304.0,492.0,318.0,475.0,333.0
475.0,348.0,467.0,326.0,499.0,326.0,483.0,318.0,452.0,340.0,500.0,303.0,492.0,318.0,475.0,333.0
476.0,348.0,467.0,326.0,499.0,326.0,483.0,318.0,452.0,340.0,500.0,303.0,492.0,318.0,476.0,333.0
476.0,348.0,467.0,326.0,500.0,325.0,484.0,318.0,452.0,341.0,500.0,303.0,499.0,311.0,476.0,333.0
476.0,348.0,468.0,326.0,500.0,325.0,484.0,318.0,459.0,341.0,500.0,303.0,499.0,311.0,476.0,333.0
