rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,349.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,349.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,349.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,394.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,394.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,349.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,349.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,140.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,394.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,139.0,394.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,140.0,393.0,139.0,378.0,132.0,355.0
123.0,341.0,147.0,341.0,131.0,378.0,148.0,371.0,139.0,326.0,140.0,394.0,139.0,378.0,132.0,355.0
