rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
243.0,56.0,228.0,33.0,267.0,48.0,260.0,33.0,219.0,56.0,284.0,40.0,267.0,41.0,236.0,41.0
243.0,56.0,228.0,33.0,267.0,48.0,260.0,33.0,219.0,49.0,284.0,41.0,268.0,41.0,243.0,41.0
243.0,56.0,235.0,33.0,268.0,49.0,268.0,33.0,219.0,48.0,284.0,41.0,268.0,41.0,243.0,41.0
243.0,56.0,236.0,26.0,267.0,55.0,268.0,33.0,219.0,48.0,284.0,48.0,275.0,41.0,243.0,41.0
243.0,56.0,236.0,26.0,267.0,56.0,268.0,33.0,219.0,48.0,284.0,49.0,275.0,41.0,243.0,41.0
243.0,56.0,243.0,26.0,267.0,56.0,275.0,40.0,219.0,48.0,284.0,55.0,275.0,48.0,243.0,41.0
243.0,55.0,243.0,26.0,267.0,56.0,275.0,41.0,220.0,41.0,284.0,56.0,275.0,48.0,244.0,40.0
243.0,49.0,243.0,26.0,267.0,56.0,275.0,40.0,220.0,41.0,284.0,56.0,275.0,48.0,243.0,34.0
243.0,48.0,243.0,26.0,268.0,56.0,275.0,33.0,220.0,41.0,291.0,48.0,276.0,41.0,251.0,40.0
243.0,48.0,243.0,26.0,268.0,55.0,276.0,33.0,220.0,41.0,291.0,48.0,276.0,41.0,251.0,34.0
243.0,48.0,243.0,26.0,275.0,49.0,276.0,33.0,220.0,41.0,292.0,41.0,276.0,41.0,251.0,34.0
243.0,48.0,243.0,26.0,268.0,55.0,276.0,33.0,220.0,41.0,292.0,41.0,276.0,41.0,251.0,34.0
244.0,48.0,243.0,26.0,275.0,55.0,276.0,33.0,220.0,41.0,292.0,41.0,283.0,41.0,251.0,40.0
251.0,56.0,244.0,26.0,275.0,56.0,276.0,33.0,227.0,41.0,292.0,55.0,283.0,41.0,252.0,41.0
251.0,56.0,251.0,33.0,276.0,56.0,276.0,33.0,228.0,48.0,299.0,48.0,283.0,48.0,252.0,41.0
252.0,63.0,251.0,33.0,284.0,56.0,283.0,34.0,228.0,48.0,300.0,48.0,284.0,48.0,259.0,48.0
259.0,63.0,252.0,41.0,284.0,56.0,283.0,34.0,235.0,48.0,307.0,41.0,284.0,48.0,260.0,48.0
259.0,63.0,252.0,41.0,291.0,56.0,284.0,40.0,236.0,48.0,307.0,41.0,291.0,48.0,267.0,48.0
267.0,63.0,259.0,41.0,292.0,56.0,284.0,40.0,243.0,48.0,307.0,41.0,292.0,41.0,267.0,48.0
267.0,63.0,260.0,41.0,299.0,55.0,284.0,34.0,243.0,49.0,307.0,34.0,292.0,41.0,268.0,48.0
268.0,63.0,260.0,41.0,299.0,49.0,284.0,33.0,244.0,49.0,307.0,33.0,292.0,41.0,268.0,48.0
268.0,63.0,260.0,41.0,299.0,48.0,284.0,33.0,244.0,49.0,307.0,33.0,292.0,41.0,268.0,48.0
268.0,63.0,260.0,41.0,299.0,48.0,284.0,33.0,244.0,49.0,307.0,33.0,292.0,41.0,275.0,49.0
268.0,63.0,260.0,41.0,299.0,48.0,284.0,33.0,244.0,49.0,307.0,33.0,292.0,41.0,275.0,48.0
268.0,63.0,267.0,41.0,299.0,48.0,284.0,33.0,244.0,49.0,308.0,26.0,299.0,33.0,275.0,48.0
268.0,63.0,260.0,41.0,300.0,41.0,291.0,26.0,251.0,49.0,308.0,19.0,299.0,33.0,275.0,48.0
268.0,63.0,267.0,40.0,300.0,41.0,291.0,26.0,251.0,49.0,308.0,18.0,299.0,33.0,275.0,48.0
275.0,63.0,267.0,41.0,300.0,41.0,291.0,26.0,251.0,55.0,308.0,11.0,300.0,26.0,275.0,48.0
276.0,63.0,267.0,41.0,300.0,41.0,291.0,26.0,252.0,55.0,308.0,11.0,300.0,26.0,276.0,48.0
283.0,63.0,268.0,41.0,307.0,40.0,291.0,26.0,252.0,56.0,308.0,11.0,300.0,26.0,276.0,48.0
284.0,63.0,268.0,41.0,307.0,34.0,292.0,26.0,259.0,63.0,308.0,11.0,300.0,26.0,276.0,48.0
284.0,63.0,268.0,48.0,307.0,34.0,292.0,26.0,259.0,63.0,308.0,11.0,300.0,26.0,283.0,48.0
284.0,63.0,268.0,48.0,307.0,33.0,292.0,26.0,260.0,63.0,307.0,11.0,307.0,19.0,283.0,48.0
291.0,63.0,276.0,41.0,307.0,33.0,292.0,26.0,267.0,63.0,307.0,11.0,307.0,18.0,284.0,48.0
292.0,56.0,276.0,41.0,308.0,33.0,292.0,26.0,267.0,63.0,307.0,11.0,307.0,18.0,284.0,48.0
292.0,56.0,276.0,41.0,308.0,26.0,292.0,25.0,268.0,63.0,307.0,10.0,307.0,18.0,291.0,41.0
292.0,56.0,276.0,41.0,308.0,26.0,292.0,19.0,268.0,64.0,307.0,10.0,307.0,18.0,291.0,41.0
292.0,56.0,276.0,41.0,308.0,26.0,292.0,19.0,268.0,64.0,307.0,10.0,300.0,18.0,291.0,41.0
291.0,63.0,276.0,41.0,307.0,33.0,292.0,26.0,267.0,70.0,307.0,11.0,300.0,19.0,284.0,48.0
292.0,63.0,275.0,48.0,307.0,33.0,292.0,26.0,267.0,70.0,307.0,11.0,300.0,26.0,284.0,48.0
