rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
140.0,341.0,163.0,356.0,131.0,378.0,147.0,386.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,386.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,386.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,386.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,132.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,356.0,131.0,378.0,147.0,385.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,385.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,355.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
140.0,341.0,163.0,349.0,131.0,378.0,147.0,386.0,163.0,333.0,139.0,401.0,139.0,386.0,147.0,356.0
