rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
155.0,116.0,179.0,123.0,156.0,161.0,179.0,154.0,171.0,101.0,171.0,176.0,164.0,161.0,164.0,131.0
155.0,116.0,179.0,123.0,156.0,161.0,179.0,160.0,171.0,101.0,172.0,176.0,171.0,161.0,164.0,131.0
155.0,123.0,179.0,123.0,156.0,161.0,179.0,161.0,171.0,108.0,172.0,176.0,171.0,168.0,164.0,131.0
155.0,123.0,179.0,124.0,156.0,161.0,179.0,161.0,171.0,108.0,172.0,183.0,171.0,168.0,164.0,138.0
156.0,123.0,179.0,131.0,156.0,168.0,179.0,161.0,171.0,108.0,172.0,183.0,171.0,168.0,164.0,138.0
155.0,123.0,179.0,131.0,156.0,168.0,179.0,168.0,171.0,109.0,171.0,184.0,171.0,168.0,164.0,138.0
155.0,131.0,179.0,138.0,156.0,169.0,179.0,169.0,171.0,116.0,171.0,191.0,164.0,176.0,164.0,146.0
155.0,138.0,179.0,138.0,156.0,176.0,172.0,176.0,171.0,116.0,164.0,198.0,163.0,183.0,164.0,146.0
155.0,139.0,172.0,138.0,155.0,176.0,172.0,183.0,164.0,123.0,164.0,198.0,164.0,183.0,164.0,153.0
155.0,146.0,172.0,146.0,155.0,183.0,172.0,183.0,164.0,130.0,164.0,206.0,164.0,191.0,164.0,160.0
148.0,153.0,171.0,146.0,156.0,191.0,179.0,190.0,163.0,131.0,171.0,206.0,164.0,191.0,163.0,161.0
148.0,160.0,171.0,154.0,156.0,191.0,179.0,191.0,163.0,138.0,172.0,213.0,171.0,198.0,163.0,168.0
148.0,161.0,172.0,160.0,163.0,198.0,179.0,191.0,163.0,138.0,172.0,221.0,171.0,198.0,164.0,169.0
148.0,168.0,171.0,161.0,163.0,205.0,179.0,198.0,163.0,146.0,179.0,221.0,171.0,206.0,164.0,176.0
148.0,168.0,172.0,168.0,163.0,206.0,180.0,198.0,163.0,153.0,187.0,221.0,172.0,206.0,164.0,176.0
148.0,168.0,171.0,168.0,163.0,206.0,180.0,198.0,156.0,153.0,187.0,221.0,172.0,206.0,164.0,176.0
148.0,169.0,171.0,168.0,164.0,206.0,180.0,198.0,163.0,160.0,187.0,221.0,179.0,206.0,164.0,183.0
148.0,176.0,172.0,168.0,171.0,213.0,187.0,206.0,163.0,161.0,187.0,228.0,179.0,213.0,164.0,183.0
155.0,176.0,172.0,169.0,171.0,213.0,187.0,206.0,163.0,161.0,188.0,228.0,179.0,213.0,164.0,183.0
155.0,176.0,172.0,169.0,171.0,220.0,187.0,213.0,163.0,161.0,188.0,235.0,179.0,220.0,164.0,184.0
148.0,183.0,179.0,183.0,171.0,221.0,187.0,213.0,163.0,168.0,188.0,236.0,180.0,221.0,164.0,191.0
155.0,183.0,179.0,183.0,172.0,228.0,188.0,214.0,163.0,168.0,195.0,236.0,187.0,228.0,171.0,198.0
155.0,191.0,179.0,190.0,172.0,228.0,195.0,221.0,163.0,176.0,195.0,243.0,187.0,228.0,171.0,198.0
155.0,198.0,179.0,191.0,179.0,228.0,195.0,221.0,163.0,176.0,196.0,243.0,188.0,228.0,171.0,199.0
155.0,198.0,179.0,191.0,179.0,229.0,195.0,221.0,163.0,183.0,203.0,243.0,188.0,228.0,171.0,206.0
155.0,206.0,179.0,198.0,179.0,229.0,195.0,221.0,163.0,191.0,203.0,243.0,188.0,228.0,171.0,206.0
155.0,206.0,172.0,191.0,179.0,229.0,195.0,220.0,156.0,191.0,203.0,236.0,188.0,228.0,171.0,206.0
155.0,206.0,179.0,198.0,180.0,235.0,196.0,220.0,156.0,191.0,204.0,236.0,188.0,228.0,171.0,213.0
156.0,213.0,179.0,198.0,187.0,236.0,195.0,214.0,163.0,191.0,204.0,236.0,195.0,228.0,172.0,213.0
163.0,221.0,179.0,198.0,187.0,236.0,196.0,213.0,163.0,191.0,211.0,236.0,196.0,228.0,172.0,213.0
163.0,221.0,179.0,198.0,188.0,236.0,196.0,213.0,163.0,191.0,211.0,236.0,196.0,228.0,172.0,213.0
164.0,221.0,179.0,198.0,188.0,236.0,203.0,221.0,163.0,191.0,211.0,243.0,196.0,228.0,179.0,213.0
164.0,220.0,180.0,198.0,195.0,236.0,204.0,221.0,163.0,198.0,219.0,243.0,203.0,229.0,179.0,213.0
171.0,221.0,180.0,198.0,195.0,236.0,211.0,228.0,164.0,198.0,219.0,243.0,204.0,235.0,179.0,213.0
171.0,221.0,180.0,198.0,196.0,243.0,212.0,228.0,164.0,199.0,220.0,244.0,211.0,236.0,180.0,214.0
171.0,221.0,187.0,206.0,203.0,243.0,212.0,228.0,164.0,205.0,220.0,250.0,211.0,236.0,187.0,221.0
171.0,221.0,188.0,206.0,204.0,243.0,212.0,228.0,164.0,206.0,220.0,251.0,212.0,236.0,188.0,221.0
172.0,228.0,187.0,206.0,211.0,243.0,219.0,228.0,171.0,206.0,227.0,250.0,212.0,236.0,188.0,221.0
180.0,236.0,188.0,213.0,211.0,244.0,212.0,228.0,172.0,213.0,228.0,243.0,219.0,236.0,188.0,228.0
180.0,236.0,188.0,220.0,211.0,244.0,212.0,228.0,171.0,221.0,235.0,243.0,219.0,236.0,195.0,228.0
180.0,236.0,188.0,221.0,212.0,243.0,212.0,228.0,172.0,221.0,235.0,236.0,219.0,236.0,195.0,229.0
187.0,243.0,188.0,221.0,219.0,243.0,219.0,228.0,172.0,221.0,235.0,236.0,220.0,236.0,196.0,235.0
188.0,243.0,195.0,221.0,220.0,243.0,219.0,228.0,179.0,221.0,236.0,235.0,220.0,235.0,196.0,236.0
195.0,243.0,195.0,221.0,220.0,243.0,220.0,221.0,179.0,221.0,243.0,228.0,227.0,228.0,203.0,236.0
195.0,243.0,196.0,221.0,227.0,243.0,220.0,221.0,180.0,221.0,243.0,228.0,228.0,228.0,203.0,236.0
196.0,243.0,203.0,221.0,228.0,243.0,227.0,221.0,180.0,221.0,244.0,228.0,228.0,228.0,204.0,235.0
196.0,243.0,203.0,221.0,228.0,243.0,228.0,221.0,180.0,221.0,251.0,229.0,235.0,228.0,204.0,228.0
203.0,243.0,204.0,221.0,235.0,243.0,228.0,221.0,187.0,221.0,251.0,228.0,235.0,228.0,211.0,228.0
204.0,243.0,204.0,221.0,236.0,236.0,235.0,221.0,188.0,228.0,259.0,228.0,236.0,228.0,212.0,228.0
211.0,243.0,211.0,221.0,243.0,236.0,235.0,221.0,188.0,228.0,259.0,221.0,243.0,228.0,212.0,228.0
212.0,243.0,211.0,221.0,244.0,236.0,236.0,221.0,195.0,228.0,260.0,220.0,244.0,228.0,219.0,235.0
219.0,244.0,212.0,221.0,244.0,236.0,236.0,221.0,195.0,229.0,259.0,213.0,244.0,221.0,219.0,236.0
227.0,244.0,212.0,228.0,251.0,235.0,236.0,221.0,203.0,236.0,260.0,213.0,244.0,221.0,227.0,236.0
228.0,244.0,219.0,228.0,252.0,229.0,243.0,213.0,203.0,236.0,260.0,213.0,251.0,221.0,227.0,236.0
228.0,244.0,219.0,228.0,252.0,229.0,243.0,213.0,204.0,236.0,260.0,213.0,251.0,221.0,228.0,236.0
228.0,244.0,220.0,228.0,252.0,229.0,243.0,213.0,211.0,243.0,267.0,213.0,252.0,221.0,228.0,229.0
235.0,243.0,220.0,228.0,259.0,228.0,244.0,213.0,211.0,236.0,268.0,213.0,252.0,221.0,235.0,228.0
235.0,243.0,227.0,221.0,259.0,228.0,244.0,213.0,211.0,236.0,275.0,213.0,259.0,220.0,235.0,228.0
235.0,243.0,227.0,221.0,260.0,228.0,251.0,213.0,211.0,236.0,275.0,213.0,260.0,221.0,235.0,228.0
235.0,243.0,227.0,221.0,260.0,228.0,259.0,213.0,212.0,236.0,276.0,213.0,260.0,221.0,235.0,228.0
236.0,243.0,227.0,221.0,267.0,228.0,259.0,213.0,212.0,235.0,283.0,213.0,267.0,221.0,236.0,228.0
243.0,243.0,228.0,221.0,268.0,228.0,260.0,213.0,219.0,236.0,284.0,214.0,268.0,221.0,243.0,228.0
244.0,243.0,235.0,221.0,275.0,228.0,267.0,213.0,220.0,236.0,291.0,213.0,275.0,220.0,243.0,228.0
244.0,243.0,235.0,221.0,275.0,228.0,267.0,213.0,220.0,236.0,291.0,213.0,275.0,214.0,244.0,228.0
251.0,243.0,236.0,221.0,276.0,228.0,267.0,213.0,227.0,236.0,291.0,213.0,276.0,213.0,251.0,228.0
252.0,243.0,243.0,221.0,283.0,221.0,267.0,213.0,228.0,229.0,291.0,206.0,276.0,213.0,252.0,228.0
252.0,243.0,244.0,221.0,283.0,221.0,268.0,206.0,235.0,236.0,291.0,206.0,276.0,213.0,252.0,228.0
259.0,243.0,244.0,221.0,283.0,221.0,268.0,206.0,235.0,235.0,292.0,205.0,276.0,213.0,259.0,228.0
260.0,236.0,251.0,213.0,284.0,221.0,268.0,206.0,236.0,228.0,291.0,199.0,283.0,206.0,260.0,221.0
267.0,236.0,252.0,213.0,284.0,214.0,268.0,206.0,243.0,228.0,291.0,198.0,283.0,206.0,267.0,221.0
267.0,236.0,252.0,213.0,284.0,213.0,275.0,198.0,243.0,228.0,284.0,191.0,283.0,206.0,267.0,221.0
267.0,236.0,252.0,213.0,284.0,213.0,275.0,198.0,244.0,228.0,284.0,191.0,283.0,205.0,267.0,221.0
267.0,235.0,252.0,213.0,284.0,206.0,268.0,198.0,243.0,228.0,284.0,191.0,283.0,198.0,267.0,220.0
268.0,229.0,252.0,213.0,284.0,206.0,268.0,198.0,243.0,228.0,291.0,191.0,283.0,198.0,267.0,214.0
268.0,228.0,252.0,213.0,284.0,206.0,275.0,198.0,244.0,228.0,291.0,191.0,283.0,198.0,267.0,213.0
