rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
516.0,101.0,492.0,108.0,508.0,70.0,492.0,71.0,507.0,131.0,500.0,49.0,500.0,63.0,507.0,94.0
516.0,100.0,492.0,93.0,508.0,56.0,492.0,56.0,507.0,116.0,507.0,41.0,500.0,56.0,507.0,85.0
516.0,71.0,491.0,78.0,508.0,41.0,492.0,48.0,500.0,101.0,500.0,26.0,499.0,41.0,500.0,64.0
516.0,64.0,492.0,70.0,507.0,26.0,491.0,33.0,500.0,101.0,492.0,11.0,499.0,25.0,500.0,56.0
516.0,49.0,492.0,63.0,507.0,18.0,491.0,26.0,500.0,93.0,484.0,10.0,499.0,11.0,500.0,48.0
516.0,55.0,492.0,63.0,507.0,18.0,491.0,26.0,500.0,78.0,491.0,0.0,499.0,18.0,500.0,48.0
515.0,41.0,491.0,48.0,500.0,11.0,484.0,18.0,500.0,63.0,475.0,10.0,491.0,11.0,500.0,33.0
515.0,33.0,491.0,48.0,491.0,0.0,476.0,18.0,500.0,56.0,468.0,10.0,484.0,11.0,500.0,26.0
515.0,26.0,484.0,33.0,484.0,0.0,475.0,18.0,500.0,48.0,459.0,0.0,476.0,0.0,499.0,18.0
515.0,19.0,484.0,33.0,483.0,0.0,468.0,18.0,507.0,41.0,452.0,10.0,468.0,0.0,492.0,18.0
507.0,11.0,483.0,33.0,468.0,0.0,460.0,18.0,507.0,34.0,451.0,11.0,460.0,0.0,491.0,18.0
500.0,10.0,483.0,26.0,467.0,0.0,460.0,18.0,507.0,33.0,443.0,11.0,459.0,10.0,484.0,11.0
499.0,11.0,483.0,26.0,459.0,0.0,459.0,18.0,507.0,26.0,443.0,18.0,452.0,11.0,483.0,11.0
484.0,0.0,476.0,26.0,451.0,0.0,451.0,18.0,500.0,18.0,435.0,18.0,451.0,11.0,476.0,11.0
