rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
436.0,386.0,443.0,356.0,468.0,386.0,468.0,371.0,427.0,371.0,484.0,379.0,475.0,378.0,451.0,378.0
436.0,386.0,443.0,363.0,468.0,386.0,468.0,370.0,427.0,371.0,484.0,371.0,475.0,378.0,451.0,378.0
443.0,386.0,443.0,363.0,468.0,386.0,468.0,363.0,427.0,371.0,491.0,371.0,475.0,371.0,451.0,378.0
443.0,386.0,443.0,363.0,475.0,379.0,467.0,363.0,427.0,371.0,491.0,363.0,475.0,371.0,451.0,378.0
444.0,386.0,443.0,363.0,476.0,378.0,467.0,356.0,427.0,371.0,491.0,363.0,475.0,363.0,452.0,371.0
451.0,386.0,444.0,363.0,476.0,371.0,467.0,356.0,428.0,371.0,491.0,356.0,476.0,363.0,452.0,371.0
451.0,386.0,444.0,363.0,483.0,371.0,467.0,356.0,428.0,371.0,484.0,348.0,476.0,356.0,459.0,371.0
451.0,386.0,444.0,363.0,483.0,364.0,467.0,349.0,435.0,371.0,484.0,348.0,476.0,356.0,459.0,371.0
452.0,386.0,444.0,363.0,483.0,363.0,467.0,348.0,435.0,371.0,484.0,341.0,476.0,355.0,459.0,371.0
452.0,386.0,451.0,356.0,484.0,356.0,467.0,348.0,435.0,371.0,484.0,340.0,476.0,348.0,460.0,371.0
459.0,385.0,451.0,356.0,484.0,356.0,468.0,348.0,436.0,371.0,484.0,340.0,476.0,348.0,460.0,370.0
460.0,379.0,451.0,356.0,484.0,356.0,467.0,348.0,436.0,371.0,484.0,334.0,476.0,348.0,460.0,364.0
460.0,379.0,451.0,356.0,484.0,356.0,468.0,348.0,436.0,371.0,484.0,334.0,476.0,348.0,460.0,363.0
467.0,378.0,451.0,356.0,484.0,356.0,467.0,348.0,443.0,378.0,484.0,334.0,476.0,348.0,460.0,363.0
468.0,378.0,452.0,356.0,484.0,356.0,467.0,348.0,443.0,378.0,484.0,334.0,476.0,348.0,460.0,364.0
475.0,378.0,451.0,363.0,484.0,356.0,467.0,348.0,443.0,378.0,483.0,333.0,476.0,348.0,467.0,370.0
475.0,378.0,452.0,363.0,484.0,356.0,467.0,348.0,444.0,378.0,484.0,333.0,476.0,348.0,467.0,364.0
475.0,378.0,452.0,363.0,484.0,355.0,467.0,348.0,444.0,378.0,483.0,333.0,476.0,348.0,467.0,363.0
475.0,378.0,452.0,356.0,484.0,348.0,467.0,341.0,444.0,378.0,483.0,333.0,476.0,348.0,467.0,363.0
476.0,371.0,452.0,356.0,484.0,348.0,468.0,341.0,444.0,371.0,484.0,333.0,476.0,341.0,467.0,363.0
476.0,371.0,452.0,356.0,484.0,348.0,468.0,341.0,444.0,371.0,484.0,326.0,476.0,341.0,467.0,356.0
483.0,363.0,452.0,355.0,484.0,341.0,468.0,334.0,444.0,370.0,484.0,325.0,476.0,334.0,468.0,356.0
483.0,363.0,452.0,348.0,484.0,341.0,468.0,333.0,444.0,363.0,483.0,319.0,476.0,333.0,467.0,356.0
476.0,363.0,452.0,348.0,484.0,340.0,468.0,333.0,444.0,363.0,483.0,318.0,476.0,333.0,468.0,349.0
476.0,363.0,452.0,348.0,484.0,333.0,468.0,333.0,451.0,363.0,484.0,311.0,476.0,326.0,467.0,348.0
476.0,363.0,459.0,348.0,491.0,333.0,468.0,326.0,452.0,363.0,484.0,311.0,483.0,326.0,468.0,348.0
476.0,356.0,459.0,341.0,491.0,326.0,475.0,318.0,452.0,363.0,484.0,303.0,483.0,318.0,468.0,341.0
476.0,356.0,459.0,341.0,491.0,325.0,468.0,318.0,459.0,363.0,483.0,303.0,483.0,311.0,468.0,341.0
476.0,355.0,459.0,341.0,484.0,318.0,468.0,318.0,460.0,363.0,484.0,303.0,483.0,311.0,468.0,341.0
