rRP_x,rRP_y,lRP_x,lRP_y,rFP_x,rFP_y,lFP_x,lFP_y,tail_x,tail_y,head_x,head_y,neck_x,neck_y,spine_x,spine_y
147.0,409.0,131.0,431.0,132.0,393.0,116.0,401.0,163.0,438.0,108.0,378.0,123.0,393.0,132.0,416.0
147.0,409.0,139.0,438.0,132.0,393.0,116.0,400.0,163.0,438.0,108.0,378.0,123.0,393.0,139.0,416.0
147.0,408.0,139.0,438.0,132.0,393.0,116.0,401.0,163.0,438.0,107.0,378.0,116.0,386.0,139.0,416.0
147.0,408.0,132.0,431.0,131.0,386.0,115.0,400.0,163.0,438.0,107.0,371.0,116.0,386.0,139.0,416.0
147.0,408.0,132.0,431.0,131.0,386.0,115.0,400.0,156.0,431.0,107.0,371.0,116.0,385.0,132.0,415.0
147.0,408.0,132.0,431.0,131.0,386.0,108.0,394.0,156.0,431.0,107.0,371.0,116.0,386.0,132.0,415.0
147.0,408.0,132.0,431.0,124.0,386.0,108.0,393.0,156.0,431.0,107.0,371.0,116.0,385.0,132.0,415.0
147.0,408.0,131.0,431.0,124.0,386.0,108.0,393.0,155.0,431.0,108.0,370.0,115.0,379.0,131.0,409.0
147.0,408.0,123.0,424.0,124.0,385.0,108.0,393.0,155.0,430.0,108.0,364.0,115.0,378.0,131.0,409.0
140.0,408.0,123.0,424.0,124.0,379.0,107.0,386.0,155.0,424.0,108.0,363.0,115.0,378.0,124.0,408.0
140.0,408.0,121.125,421.375,124.0,378.0,107.0,379.0,148.0,424.0,108.0,363.0,115.0,378.0,124.0,408.0
139.0,408.0,116.0,423.0,124.0,378.0,107.0,378.0,147.0,424.0,116.0,356.0,115.0,371.0,123.0,408.0
139.0,408.0,116.0,423.0,124.0,378.0,107.0,378.0,147.0,423.0,116.0,356.0,115.0,371.0,123.0,408.0
139.0,408.0,115.0,416.0,124.0,371.0,107.0,378.0,140.0,423.0,115.0,355.0,115.0,371.0,116.0,401.0
132.0,401.0,115.0,416.0,124.0,371.0,107.0,378.0,139.0,423.0,108.0,355.0,115.0,370.0,116.0,401.0
132.0,401.0,115.0,416.0,124.0,371.0,100.0,371.0,139.0,423.0,115.0,348.0,115.0,364.0,116.0,401.0
132.0,393.0,108.0,408.0,124.0,363.0,107.0,371.0,139.0,416.0,116.0,341.0,115.0,363.0,116.0,393.0
132.0,393.0,108.0,408.0,124.0,363.0,107.0,363.0,139.0,416.0,116.0,341.0,115.0,363.0,116.0,393.0
132.0,393.0,115.0,408.0,124.0,363.0,107.0,363.0,139.0,415.0,116.0,341.0,115.0,356.0,116.0,392.0
132.0,393.0,115.0,408.0,124.0,363.0,107.0,363.0,139.0,409.0,123.0,341.0,115.0,356.0,116.0,386.0
132.0,393.0,115.0,408.0,124.0,356.0,107.0,356.0,132.0,409.0,123.0,340.0,116.0,356.0,116.0,386.0
132.0,393.0,115.0,408.0,131.0,363.0,108.0,356.0,132.0,408.0,124.0,340.0,123.0,355.0,116.0,386.0
134.0,393.625,117.0,408.625,131.0,363.0,108.0,356.0,131.0,408.0,124.0,340.0,123.0,355.0,118.0,386.625
134.625,393.859375,117.625,408.859375,131.0,363.0,115.0,355.0,131.0,408.0,124.0,340.0,123.0,355.0,118.625,386.859375
132.0,386.0,107.0,394.0,132.0,356.0,115.0,348.0,124.0,408.0,131.0,333.0,123.0,348.0,119.734375,386.822265625
131.0,386.0,100.0,378.0,132.0,349.0,115.0,348.0,123.0,408.0,131.0,333.0,123.0,348.0,116.0,378.0
131.0,386.0,100.0,378.0,132.0,348.0,115.0,348.0,123.0,401.0,131.0,333.0,123.0,341.0,116.0,371.0
131.0,378.0,100.0,378.0,131.0,348.0,115.0,341.0,123.0,401.0,131.0,326.0,123.0,341.0,115.0,371.0
131.0,378.0,99.0,378.0,131.0,348.0,108.0,341.0,123.0,401.0,124.0,326.0,123.0,341.0,115.0,370.0
131.0,378.0,99.0,378.0,131.0,348.0,107.0,341.0,116.0,401.0,124.0,326.0,116.0,341.0,115.0,364.0
131.0,371.0,99.0,378.0,124.0,341.0,107.0,341.0,116.0,401.0,123.0,326.0,116.0,340.0,108.0,363.0
124.0,371.0,99.0,378.0,124.0,341.0,107.0,341.0,116.0,401.0,123.0,326.0,115.0,334.0,108.0,363.0
124.0,371.0,100.0,378.0,124.0,341.0,107.0,340.0,116.0,401.0,115.0,325.0,115.0,334.0,108.0,363.0
124.0,371.0,100.0,378.0,123.0,341.0,100.0,341.0,116.0,400.0,115.0,325.0,115.0,334.0,108.0,363.0
124.0,371.0,100.0,378.0,123.0,341.0,100.0,341.0,116.0,394.0,108.0,325.0,108.0,333.0,108.0,363.0
124.0,371.0,100.0,378.0,116.0,341.0,99.0,341.0,123.0,393.0,107.0,325.0,108.0,334.0,108.0,363.0
124.0,370.0,100.0,378.0,116.0,341.0,92.0,341.0,123.0,393.0,100.0,325.0,107.0,334.0,107.75,363.0
124.0,364.0,100.0,378.0,115.0,333.0,92.0,341.0,123.0,393.0,100.0,318.0,100.0,333.0,105.84375,362.875
124.0,363.0,98.76171875,375.234375,108.0,333.0,92.0,341.0,123.0,393.0,99.0,318.0,100.0,333.0,104.60546875,360.109375
122.6904296875,362.18359375,100.0,371.0,108.0,333.0,92.0,341.0,123.0,393.0,92.0,325.0,99.0,333.0,103.2958984375,359.29296875
121.517822265625,362.3251953125,100.0,371.0,108.0,333.0,91.0,341.0,123.0,386.0,92.0,325.0,99.0,333.0,102.123291015625,359.4345703125
124.0,363.0,99.58184814453125,370.160400390625,107.0,333.0,91.0,341.0,123.0,386.0,91.0,325.0,92.0,333.0,101.70513916015625,358.594970703125
124.0,356.0,100.0,371.0,107.0,333.0,84.0,341.0,123.0,386.0,84.0,326.0,92.0,333.0,100.78587341308594,358.46942138671875
124.0,356.0,100.0,371.0,100.0,333.0,84.0,341.0,123.0,386.0,76.0,326.0,92.0,333.0,98.97323417663574,357.80867767333984
123.0,356.0,100.0,371.0,100.0,333.0,84.0,341.0,123.0,385.0,76.0,326.0,91.0,333.0,96.87165427207947,357.7260847091675
116.0,348.0,100.0,371.0,99.0,333.0,83.0,341.0,124.0,385.0,76.0,326.0,91.0,333.0,107.0,356.0
116.0,348.0,100.0,371.0,99.0,333.0,83.0,341.0,124.0,379.0,75.0,326.0,84.0,333.0,107.26604321599007,354.78423941135406
116.0,348.0,100.0,371.0,92.0,333.0,76.0,341.0,123.0,379.0,75.0,325.0,83.0,333.0,106.29929861798882,353.8822693377733
116.0,348.0,100.0,371.0,92.0,333.0,76.0,341.0,123.0,378.0,75.0,319.0,83.0,333.0,100.0,349.0
116.0,348.0,100.0,371.0,92.0,333.0,76.0,341.0,123.0,378.0,75.0,319.0,83.0,333.0,100.0,349.0
116.0,348.0,100.0,371.0,92.0,326.0,76.0,341.0,123.0,378.0,75.0,318.0,83.0,333.0,100.0,349.0
115.0,348.0,100.0,371.0,92.0,333.0,76.0,341.0,123.0,378.0,75.0,318.0,83.0,333.0,100.0,349.0
115.0,348.0,100.0,371.0,92.0,333.0,76.0,341.0,123.0,378.0,75.0,318.0,83.0,333.0,100.0,349.0
115.0,348.0,100.0,371.0,91.0,326.0,76.0,341.0,123.0,378.0,75.0,318.0,83.0,333.0,100.0,349.0
115.0,348.0,100.0,371.0,91.0,326.0,76.0,341.0,123.0,378.0,68.0,318.0,76.0,333.0,100.0,348.0
115.0,348.0,100.0,371.0,91.0,326.0,76.0,341.0,123.0,378.0,68.0,318.0,76.0,333.0,100.0,348.0
115.0,348.0,100.0,371.0,91.0,326.0,76.0,341.0,123.0,371.0,68.0,318.0,76.0,333.0,99.0,348.0
115.0,348.0,100.0,371.0,91.0,326.0,75.0,341.0,123.0,371.0,68.0,318.0,76.0,333.0,99.0,348.0
